text_id,token_id,text,sentence_number,token_number
618,6.121_1,-1.0,0,"Fragment aus I.v. Kürthy  Mondscheintarif   Die Handlung spielt in der Daniels Wohnung in unserer Zeit. Die  handelnden Personen sind eine junge Frau Cora und ein junger Mann  Daniel. Cora besucht die Wohnung und untersucht sie. Sie schaut sich  voller Neugier die Wohnung an. Cora analysiert alle Sache im Haus, die  Daniel gehören, weil sie ihn besser kennenlernen will. Cora kommt zum  Schluß, dass Daniel sich ordentlich pflegt und reinlich ist. Das imponiert  Cora. Sie achtet darauf, was in seinem Kühlschrank liegt: Schokolade,  Joghurt, eine Flasche Wodka und auch, was im Badezimmer steht: teures  Gucci Parfüm, Nivea-Creme und Nagelfeile.   "
619,6.122_1,-1.0,0," Fohlen im Regen  In Erwin Strittmatters Erzählung  Fohlen im Regen  zeigt der Autor ein kleines Fohlen, das sieben Tage alt ist. Er ist sehr neugierig, aber gleichzeitig hat er ein wenig Angst vor den Ereignissen um ihn herum. Er beobachtet das Geschehen genau. Neben ihm ist seine Mutter.  Wenn es zu regnen beginnt, hat dieses Ereignis das kleine Fohlen ziemlich erschüttert. Es ist das erste Mal, dass er Regentropfen an sich fühlt. Zuerst verstand er nichts, er dachte, jemand würde ihn auf dem Rücken berühren. Zu dieser Zeit stand seine Mutter, die vor langer Zeit alle Freuden und Widrigkeiten dieses Lebens erlebt hatte, langsam auf und beschützte ihr Fohlen vor dem schlechten Wetter.  Erst nachdem seine Mutter das Fohlen beschützt hatte, konnte er dieses neue Ereignis in seinem Leben genießen. Und das Fohlen stand wie ein kleines Kind da und genoss dieses Neue, was mit ihm los war. Erwin Strittmatter zeigt in seiner Geschichte wieder das Thema der einfachen Freuden im Leben und zeigt im Vergleich eine erwachsene und mutige Pferdemutter, die in ihrem Leben schon viel erlebt hat, und ihr kleines Fohlen - ängstlich, aber sehr neugierig.  "
620,6.122_2,-1.0,0,"Wolfgang Borchert  Die drei dunklen Könige  Die Geschichte  Die drei dunklen Könige  wurde von Wolfgang Borchert an Heiligabend 1946 veröffentlicht. Das Werk wurde im Genre der  Kurzgeschichte  geschrieben. In einer Kurzgeschichte wird von einer Episode erzählt, die Anzahl der Charaktere beträgt normalerweise zwei oder drei Personen, und sie selbst sind einfache Menschen mit ihren Fehlern und Mangeln. Die kurze Geschichte beginnt plötzlich, ohne besondere Einleitung und stellt eine Art Fortsetzung der Geschichte dar, das Ende der Geschichte bleibt immer offen und die Erzählsprache ist für den Leser einfach und leichtübersichtlich.  Die Handlung der Geschichte bei Borchert findet in der Nachkriegszeit statt, als es sowohl auf der Seele der Menschen als auch in der Welt um sie herum dunkel ist. Die Handlung spielt in der Heiligen Nacht am 24. Dezember 1945. Die Eltern des Kindes und das neugeborene Kind selbst befinden sich in einem verfallenen Haus in einem alten Zimmer. Der Vater des Kindes sucht nach etwas, mit dem das Feuer geschmolzen werden kann. Er schafft es, die Reste von etwas Holz zu finden. Plötzlich erscheinen drei Männer, Fremde, vor ihrer Haustür. Es waren drei. Sie sahen aus wie Soldaten, in alten Uniformen. Jeder dieser Männer überreichte dem Ehepaar Geschenke: einen hölzernen Esel für das Kind, zwei gelbe Bonbons für die Frau, Tabak für den Vater. Drei Soldaten schauten sich das Kind genau an. Das Kind schrie stark und die Männer sind weg. Der Mann und die Frau erinnerten sich daran, dass an diesem Tag Weihnachten war. Die drei Soldaten sind die drei Heiligen drei Könige, die dem Bild des Babys deutlich entgegengesetzt sind. Sie sahen zu dritt die Schrecken des Krieges, und das Baby ist völlig unschuldig. Für die Tatsache, dass die Eltern des Babys nahmen drei Soldaten in ihr Haus - sie schenkten sie ihr letztes Vermögen. In der Geschichte war diese Tat ein Symbol der Hoffnung auf eine glänzende Zukunft und der Befreiung von den Schrecken der Vergangenheit. Man kann in Borchert s Geschichte einen Moment des Wunders finden, der gerade an Heiligabend stattfindet und trotz des dunklen und deprimierenden Ortes dieser Geschichte ein glückliches Ende hat.  Der Text enthält künstlerische Mittel der Ausdruckskraft. Erstens, die Handlung basiert auf einer ähnlichen Geschichte über die Gaben der Heiligen drei Könige für ein neugeborenes Gotteslästerer - es ist eine Allusion. Außerdem gibt es Wiederholungen im Text, um die Atmosphäre zu verstärken. Zum Beispiel,  Das Holz roch. ,  Das Holz seufzte. ;   Aber der Mund war offen. ,  Aber er hatte keinen,. ,   Aber wir haben ein Kind. ,   Aber die Frau sagte. . Darüber hinaus spielen Personifizierungen eine wichtige Rolle für eine detailliertere Übertragung der umgebenden Realität –   Die Häuser standen abgebrochen gegen den Himmel. ;  Ihr Atem hing weiß im Zimmer, so kalt war es.  und auch Metaphern –   abgebrochen Häusern ,   die dunkle Vorstadt ,  süße, mürbe Holz .  Das Werk ermöglicht es Ihnen, es auf unterschiedliche Weise zu interpretieren, da es die Motive des Religiösen, Fantastischen und Realen kombiniert.  "
621,6.122_3,-1.0,0," Das Fenster-Theater  Die Kurzgeschichte  Das Fenster-Theater  ist von einer österreichischen Autorin Ilse Aichinger geschrieben. In einer Kurzgeschichte wird von einer Episode erzählt (kurzer, eigentlich unbedeutend erscheinender Ausschnitt aus dem Alltagsleben), die Anzahl der Charaktere beträgt normalerweise zwei oder drei Personen, und sie selbst sind einfache Menschen mit ihren Fehlern und Mangeln. Die kurze Geschichte beginnt plötzlich ( Die Frau lehnte am Fenster und sah hinüber. ), ohne besondere Einleitung und stellt eine Art Fortsetzung der Geschichte dar, das Ende der Geschichte bleibt immer offen ( Dann warf er es mit aller Kraft den Wachleuten ins Gesicht. ) und die Erzählsprache ist für den Leser einfach und leichtübersichtlich.  Die Handlung spielt in Österreichs Hauptstadt Wien, vor dem Fenster, die Hauptpersonen beobachten einander aus den Fenstern. Die Hauptfigur - eine alte Frau lebt in einem mehrstöckigen Haus. Sie schaut aus dem Fenster und beobachtet, was um sie herum passiert. Plötzlich bemerkt sie einen alten Mann im Fenster gegenüber. Er fängt an, seltsame und lustige Dinge zu tun, und die Frau beginnt sich darüber zu ärgern. Sie versteht nicht, was der Mann von ihr will. Schließlich ruft sie die Polizei. Wenn die Polizisten kommen, rufen sie an, aber der Mann hört sie nicht. Es stellt sich heraus, dass der Mann schwerhörig war und ein kleiner Junge über der Frau lebte, den der Mann zu unterhalten versuchte. Das Hauptthema dieser Geschichte ist die Wahrnehmung der umgebenden Realität. Die Wahrnehmung einer Frau und eines alten Mannes ist sehr unterschiedlich, manchmal verhindert die Geschlossenheit eines Menschen in der Gesellschaft, dass er die Welt um ihn herum positiv wahrnimmt. Die Geschichte basiert auf dem Prinzip der Antithese, weil jeder Mensch alles wahrnimmt, was er vor sich sieht - anders. "
622,6.123_1,-1.0,0,"Die Kurzgeschichte  Nachts schlafen die Ratten doch  wurde im 1947 vom Wolfgang Borchert verfasst. Das Werk ist in die Epoche der Trümerliteratur einzuordnen. Die Geschichte erzählt um eines Jungen, welcher in dem vom 2. Weltkrieg zerstörten Deutschland lebt. Er trifft älteren Mann, welcher ihm Hoffnung und eine Perspektive in der Zukunft gibt. Es gibt die Wiederholung:  immer ,  immerzu . Die Landschaft wird durch Adjective wie vereinsamten und dunkler beschreibt. Das wirkt freudlos. Brochert benutzt verschiedenen Farben für verschiedene Symbolen. Grün symbolisiert das Leben. Weiss symbolisiert die neue Anfang.  Die Kurzgeschichte  Die drei dunkeln Könige  handelt um eine Familie. Es spielt in der Nachkriegszeit in eine deutsche Stadt. Die Stadt ist zerbombt. Es war heilige Abend. Die handelnden Personen sind ein Mann, seine Frau und ein neuegebohrenes Kind. Sie hatten eine ausnahmen Situation. Der Mann kommt von draußen, in einer kalten Winternacht, nach Hause. An der Tür wartet schon seine Frau auf ihn. Er hat ein Stück Holz, das er dann zerbricht. Der Geruch dieses Stücks erinnert ihn an süßen Kuchen. Dann muss er über seine Entdeckung lachen, aber seine Frau unterbricht ihn, weil der Sohn der Familie schläft. Der Sohn ist erst eine Stunde alt und schläft in seinem Bettchen beim Licht des Ofens. Dann erscheinen drei Männer an der Tür, ihrem Aussehen nach zu urteilen Kriegsveteranen und Invaliden. Sie treten ein, aber die Frau vertreibt sie. Einer von ihnen bietet dem Mann eine Zigarette an. Alle vier gehen nach draußen und rauchen. Währenddessen zeigt eine der Figuren dem Mann einen geschnitzten Esel als Baby. Alle drei verabschieden sich und geben der Frau zwei Bonbons zu essen. Der Mann ist von dem unerwarteten Besuch überrascht. Das Baby wacht auf und der Mann nimmt an, dass es weint, aber seine Frau denkt, dass es lacht. Danach sprechen sie über Weihnachten. "
623,6.126_1,-1.0,0,"Das Buch heißt  Das doppelte Lottchen”. Es wurde vom österreichischen Schriftsteller Erich Kästner geschrieben.  Die Handlung spielt in einem Kinderheim in einem kleinen Bergdorf Seebühl.  Dort treffen wir Luise Palfy. Sie ist lustig, unruhig. Sie kommt aus Wein, Österreich. Sie lebt dort nur mit ihrem Vater. In diesem Kinderheim hat sie viele Freunde: Trude, Monika, Christine und Steffie. Heute Abend sollten die Neuen ins Kinderheim kommen. Zwanzig kleine Mädchen aus Süddeutschland. Als der Bus kam an und die Neue Luise sah, waren sie schockiert. Luise und die Neue sahen einander zum Verwechseln ähnlich. Zwar, eine hatte lange Locken und die andere hatte streng geflochtene Zöpfe. Frau Muthesius, die Leiterin des Ferienheims, war auch überrascht. Es stellte sich heraus, dass die Mädchen mit einander nicht verwandt waren, obwohl sie gleich aussehen. Die Neue hieß Lotte Körner und sie kam aus München. Sie hatte nur noch eine Mutter.  Luise war verärgert. Freundinnen rieten ihr, Lottes Nase zu beißen. Aber die Leiterin beschloss, dass die Mädchen sollten Freundinnen werden. Sie wollten die Mädchen beim Abendessen nebeneinander setzen. Luise konnte sich nicht bezähmen und trat mit aller Kraft unter dem Tisch auf Lottes Fuß. Der Plan der Leiterin scheiterte.  Lotte bekam das Bett neben Luise. Es war Nacht und sie schliefen nicht, sondern schauten einander an. Luise blickte böse aus dem Fenster, Lotte weinte leise. Plötzlich fühlte sie, wie Luise ihr Haar streichelte. So sind sie nebeneinander eingeschlafen. Am nächsten Morgen sahen sie sich nicht an und redeten nicht. Luise spielte mit ihren Freundinnen Ball, aber sie fühlte sich unwohl. Als sie suchte jemanden und konnte ihn nicht finden.  Lotte saß allein in der Weise und windete ein Kranz. Sie sah Luise, die zu ihr kam und nicht wusste, was sie sagen sollte. Die Mädchen lachten und wurden endlich Freunde. Luise sagte, ihre Ähnlichkeit fruchtbar lustig war. Von dem Mittagessen war Lotte voll Feuereifer dabei, Luises Locken zu kämmen. Sie sprachen ein wenig über Eltern. Dann Luises Zöpfe waren fertig und die Mädchen schauten in den Spiegel. Sie waren einverstanden, dass sie wie Schwestern sahen aus. Also kamen sie zum Mittagessen. Niemand konnte sie unterscheiden, und es machte Spaß.  Danach redeten sie lange. Sie fanden heraus, dass sie am selben Tag Geburtstag hatten. Luise sagte, sie erinnere sich kaum an ihre Mutter. Lotte zeigte ein Foto ihrer Mutter und Luise flüsterte  Das ist meine Mutti! . Die Mädchen verstanden, dass es noch viele Geheimnisse gab. Die Leiterin sagte der Lehrerin, dass sie sollen den Mund halten:  wir wollen uns hüten, Schicksal zu spielen .  "
624,6.126_2,-1.0,0,"Die Zeit verging. Luise und Lotte wurden zu zweit fotografiert. Sie sagten Fräulein Ulrike, dass sie die Fotos heimgeschickten. Aber sie sendeten das Foto an ihre Eltern nicht. Die Mädchen wollten ihr Geheimnis für sich behalten.  Sie erzählten einander alles, jede Kleinigkeit. Das, was bis jetzt ihre Kinderwelt war, war ja nur die Hälfte ihrer Welt. Lotte wollte alles über den Vater wissen, Luise wollte alles über die Mutter wissen.  Der Vater schickte Luise ein neues Bild, das zeigte den 35-jjährigen Mann mit erstem Gesicht und in einem tollen Anzug. Die Eltern teilten den Vornamen der Mutter in zwei Teile. Die Mutter hieß Luiselotte. Die Eltern ließen sich scheiden und halbierten die Kinder.  Der Sommer war zu Ende, und sie mussten nach Hause fahren. Aber Luise und Lotte hatten den Plan, die Rollen auszutauschen. Dazu tauschten sie verschiedene Informationen aus. Sie auch hatten geheimnisvolle Hefte mit vielen Notizen. Zum Beispiel, Adressen und Rezepte. Lottes Lieblingsgericht war Eierkuchen. Luise mag ihn nicht, ihr Lieblingsgericht war Gulasch oder Schnitzel.  In den letzten Tagen haben  -EMPTY- prüften, ob sie sich gegenseitig vortäuschen können. Nach dem Abschiedsfest, Lotte fuhr als Luise nach Wien. Luise fuhr als Lotte zur Mutter nach München. "
625,6.126_3,-1.0,0,"Der Zug kam in München an. Der Bahnhof  wurde leer, und Luise saß auf dem Koffer und wartete immer noch auf ihre Mutter, die sie nur als Fotografie kannte und die nicht kam. Luiselotte Körner kam zu spät, aber Luise fühlte etwas und stürzte der Frau entgegen und armte sie um. Die Mutter ist sehr froh, ihre Tochter wieder zu sehen. Mittlerweile ist Lotte in Wien. Sie isst mit ihrem Vater in einem Restaurant zu Mittag. Sie hatte vier Eierkuchen, und das Essen schmeckte ihr sehr gut. Dem Vater ist warm im Herz. Er freute sich mit Seiner Tochter wieder zu sein. Und nun erschien Herr  Strobl mit seinem Hund Peperl, der Lotte nicht erkannte. Er und Luise waren Freunde und Peperl wusste, dass es nicht Luise war. Aber er konnte nichts sagen, und Lotte freute sich darüber, dass die Menschen nicht so klug als das Hund sind. Die Eltern trennten sich, weil  Herr Palfy allein sein und Musik machen wollte. Er arbeitete mit Opernsängerinnen, und seine junge Frau war eifersüchtig. Er sah selten seine Frau und seine Zwillinge. Schließlich, Luiselotte reichte die Scheidung ein. Herr Palfy legte sehr viel Wert auf seine Freiheit. Aber er war blutjung und seitdem hat es sich geändert. "
626,6.126_4,-1.0,0,"Die Mutter brachte Luise in die Wohnung und ging sofort zurück zur Arbeit. Luise sah sich in der Wohnung um. Dann nahm sie die Schlüssel, das Portemonnaie und ein Netz und ging in den Laden um Lebensmittel zu kaufen.  Eine Mitschülerin, Anni Habersetzer, sah  Lotta  und wunderte sich, warum sie auf der Straße stand und in einem Heft blättert. Louise hat den Namen dieses Mädchens vergessen. Aber dann erinnerte sie sich, dass dieses Mädchen ihren  Zwilling dreimal verärgert hatte. Louise sagte Anni, dass sie dieses Verhalten nicht mehr tolerieren würde und kämpfen würde. Sie kam nach Hause und begann zu kochen. Es war schlecht. Und die Mutter war sehr verwundert, dass Lotte nicht mehr kochen kann. Das kochen kann man nicht verlernen. Aber die Mutter meint tröstend. In Wiener Oper hörte Lotte die Oper Hänsel und Gretel. Sie trug Luises schönstes Kleid und saß in einer Loge. Die Vorstellung gefiel Lotte. Sie winkte Vati zu. Dann sie merkte, dass nicht nur sie mit der Hand winkt, sondern auch die Dame neben ihr. Das war Fräulein Gerlach. Lotte notierte in Gedächtnis: an Luise schreiben, ob sie etwas weiß. Die Frau lächelte halb verlegen, halb ärgerlich. Lotte wurde ganz steif vor Schreck. Lotte dachte, dass Fräulein Gerlach eine Hexe ist, nur eine schönere als die Hexe auf der Bühne. Luise war ruhig eingeschlafen, aber die Mutter arbeitete weiter.  Lotte schlief allein in Luises Zimmer. Das Zimmer war groß und hübsch. Lotte hatte eine böse Traum. "
628,6.127_2,-1.0,0,"Erich Maria Remarque  Der Himmel kennt keine Günstlinge  (Teil 2) An einem Abend entwischte Lillian aus dem Sanatorium und verbrachte den Abend mit Clerfayt in der  Palace Bar . Sie verbrachten dort mehrere Abende zusammen. Lillian schien Clerfayt etwas Besonderes, nicht wie seine ehemalige Geliebte, die alle weiblichen Tricks besaß. An einem der Abende bemerkte Lillian den Direktor des Sanatoriums, und am nächsten Tag las er ihr die Notation über das Regime und die Gesundheit vor. Als Antwort erklärte sie, dass sie das Sanatorium verlassen würde und bat Clerfayt, sie nach Paris zu bringen. Ihr Geliebte Boris konnte sie von dieser rücksichtslosen Tat nicht abhalten. In Paris lebte der Onkel von Lillian, der ihre Behandlung mit Geld bezahlte, das von den Eltern übrig blieb, die während des Krieges umkamen. Das Mädchen beschloss, direkt zu ihm zu kommen. Auf dem Weg nach Paris fühlte Lillian, wie das in ihr eingefrorene Bild der Welt plötzlich auftaute, sich bewegte und mit ihr sprach. Sie wusste nicht, was als nächstes mit ihr passieren würde, aber sie lebte. Die Reise dauerte zwei Tage. Ihre erste Nacht verbrachten sie in einem kleinen Hotel am See. Clerfayt war auch ein Mann ohne Zukunft, der von einem Rennen zum anderen existierte. Damit zog er Lillian an - sie hatte auch keine Zukunft. "
629,6.127_3,-1.0,0,"Erich Maria Remarque  Der Himmel kennt keine Günstlinge  (Teil 3) In Paris angekommen, mietete Lillian ein Zimmer in einem kleinen Hotel an dem Quai des Grands-Augustins. Nachdem sie ihre Sachen zerlegt hatte, ging sie zu Onkel Gaston, um ihr Geld abzuholen. Sie hatte keinen Grund zu sparen, und sie beschloss, sich Kleider zu kaufen. Der Onkel, ein sehr geiziger Mann, war empört über diese Verschwendung. Seine Nichte hat ihn nicht über seine tödliche Krankheit informiert, und er wollte so profitabel wie möglich Lilian heiraten, um nicht ihr eigenes Geld auszugeben. Nach einiger Zeit fuhr Clerfayt für zwei Wochen nach Rom, um einen Vertrag zu unterschreiben, um an den nächsten Autorennen teilzunehmen. Manchmal erinnerte er sich an Lillian  mit bisher unbekannter Zärtlichkeit . Aber als er seine ehemalige Geliebte Lydia traf, erkannte er, dass Lillian kein Paar war:  Sie braucht einen Mann, der ihr viel Zeit geben kann . Nach der Rückkehr nach Paris nahm Clerfayt ihre Geliebte mit. Lillian hat inzwischen eine ganze Garderobe im teuersten Modehaus von Paris bestellt. Dass man nicht sparen und an die Zukunft denken musste, schien ihr jetzt ein Vorteil zu sein. "
630,6.127_4,-1.0,0,"Erich Maria Remarque  Der Himmel kennt keine Günstlinge  (Teil 4) Als er Lillian wieder traf, staunte Clerfayt darüber, wie sie sich verändert hatte. Sie scheint sich in eine charmante Frau verwandelt zu haben. Jetzt wusste Clerfayt nicht, warum er so lange in Rom war und warum er seine Geliebte mitnahm. Als er sich an Lillian in Rom erinnerte, übertrieb er ihre Provinzialität, aus Angst, sich zu verlieben und sich zu verlieren. In Paris fing er wieder an, ein Mädchen zu treffen. Um Lillian nicht zu verlieren, gestand er ihr die Liebe - jetzt brauchte er nur sie. Das Mädchen schwieg, weil sie ihr kurzes Leben nicht mit einer ernsthaften Beziehung erschweren wollte, sie wollte einfach leben. Lillian und Clerfayt trafen sich weiter. Er zeigte ihr die besten Restaurants und die schönsten Kabarettisten von Paris. Lillian von allem kam in Bewunderung, in diesem war sie wie ein Kind. Bald reisten sie nach Sizilien, wo das  Targa Florio  - Rennen stattfand. "
631,6.130_1,-1.0,0,"Ich habe ein philosophisches Märchen von Hermann Hesse gelesen. Das Märchen heißt Augustus. Dieses Märchen erzählt von einer armen Frau , die bald ein Kind zur Welt bringen sollte . Sie hatte keinen Ehemann, weil er gestorben war. Sie hieß Frau Elizabeth. Sie hat wenig mit jemandem kommuniziert, aber sie hat sich um die Blumen des Nachbarn gekümmert . Der Nachbar hieß Herr Bisswanger . Er spielte abends oft Musik mit der Spieluhr. Als Frau Elisabeth das Kind geboren hatte, bot sie Herrn Bisswanger an, Pate für ihr Kind zu werden . Er stimmte zu . Auch bot er ihr ein Geschenk an . Er sagte, dass sie am Abend , wenn Musik aus der Spieluhr gespielt wird, einen Wunsch in das linke Ohr des Sohnes sagen sollte. Und es wird wahr werden. Die Frau wollte, dass alle Menschen ihren Sohn lieben. Das ist passiert. Augustus war ein schönes Kind, und jeder liebte ihn. Aber er wurde jedes Jahr schlecht, gefühllos und seelenlos. Er benutzte Freunde, Mädchen, Menschen. Er lieh Geld und Pferde und gab es nicht zurück, lebte in verschiedenen Häusern. Er sah keinen Sinn im Leben. Und eines Tages hatte er alles satt , also beschloss er, das Gift zu trinken . Aber an jenem Tag kam der Herr Bisswanger zu ihm und sprach mit ihm.Herr Bisswanger erzählte Augustus von dem Wunsch seiner Mutter. Und sagte, dass alles geändert werden kann, aber dafür ist es notwendig, dass Augustus selbst Wünsche für sich selbst hat. Augustus wollte, dass er jetzt alle Menschen lieben kann. Und am nächsten Tag kamen zu ihm all die Leute, von den er etwas geliehen hatte und die er für eigene Ziele ausnutzt hatte. Sie fingen an, ihn zu beschuldigen und zu beleidigen . Augustus wurde ins Gefängnis gebracht. Als er wurde, war er schon ein alter Mann . Er fing an, sich einen Platz in dieser Welt zu suchen, er wollte nützlich sein . An jedem Tag liebte Augustus die Menschen und genoss das Leben "
632,6.130_2,-1.0,0,"Ich lese weiter philosophische Geschichten von Hermann Hesse. Das neue Märchen heißt  Merkwürdige Nachricht von einem andern Stern”. In diesem Märchen geht es um einen kleinen Jungen. Er lebte in einer südlichen Provinz von einem fernen Stern. Leider gab es dort ein Erdbeben. Deshalb starben viele Menschen und Tiere. Nach dem Brauch, um die Beerdigung zu begehen, brauchte man Blumen. Es gab wenige Blumen, aber viele Opfer. Also beschlossen die Leute, jemanden zum König zu schicken, damit er ihnen viele Blumen schickt. Der kleine starke Junge wollte selbst zum König gehen. Am nächsten Tag machte er sich auf den Weg. Auf dem Weg hielt er am Altar. In der Nacht sprach ein Vogel mit ihm, der Junge dachte, es sei ein Traum. Der Vogel bot an, auf ihn zu klettern und sagte, dass es auf der Welt viele traurigere und ernstere Probleme gebe, als eine Beerdigung ohne Blumen. Zum Beispiel: Krieg, Mord. Und der Junge trat einen anderen Stern. Es gab viele tote Menschen auf den Feldern, seit es hier Krieg gab. Der Junge ging zum König dieses Sterns. Der König sah traurig aus, der Junge sprach mit ihm und erzählte seine Geschichte. Dieser König war überrascht, dass die Menschen in der Welt des Jungen so ruhig und gut leben. Und sie haben hier Krieg und Elend. Dann kehrte der Junge auf dem Vogel in seine Welt zurück. Der Junge verstand es nicht, ob es ein Traum oder Realität war. Er hat endlich seinen König erreicht, und der König hat sofort geholfen. Er schickte viele Blumen, Pferde und Menschen. Als der Junge nach Hause kam, konnte er seinen Freund und sein Pferd mit Blumen begraben "
633,6.130_3,-1.0,0,"Ich habe das dritte Märchen von Hermann Hesse gelesen. Dieses philosophische Märchen heißt Faldum. Das Märchen besteht aus zwei Teilen: Faldum und Berg. Es geht um die Stadt Faldum. In dieser Stadt lebten gute und ruhige Menschen. Sie arbeiteten jeden Tag. Jedes Jahr fand die Messe statt. Jeder Bewohner wollte dorthin kommen, da dort viele verschiedene Waren verkauft wurden. Aber nicht jeder konnte auf diese Messe kommen, denn irgendjemand sollte auf die Tiere und das Haus aufpassen. Deshalb waren oft auf der Messe Kinder, Großmütter und Mädchen. Diesmal kam ein Fremder auf die Messe. Er war schon alt. Er ging zu einem Geschäft, in dem Spiegel verkauft wurden. Und zufällig hörte  er ein Gespräch von drei jungen Mädchen. Die eine wollte lange Haare haben, die andere dünne und weiche Hände, und die dritte wollte die beste Tänzerin werden. Und plötzlich erfüllten sich ihre Wünsche. Dieser Fremde hat es getan. Die Leute waren überrascht. Alle fingen auch an, nach einem Wunsch zu fragen. Die Stadt Faldum hat sich verändert. Viele wurden reich, neue Paläste wurden entstanden. Alle Bewohner, bis auf zwei junge Männer, hatten Wünsche. Aber später machten sie sich auch Wünsche. Der eine wollte eine Geige, der andere wollte ein Berg werden. Plötzlich ist das alles in Erfüllung gegangen. Und jetzt ist der Berg statt der Stadt Faldum erschienen. Der zweite Teil dieser Geschichte  ist über diesen Berg. Mit der Zeit wurde der Berg alt, auch die Bewohner änderten sich, viele wurden wieder arm. Dieser Berg ist alt geworden und wollte Ruhe. Plötzlich erschien dieser Fremde wieder, und der Berg machte einen letzten Wunsch. Sie brach zusammen und wurde zur Erde.  "
634,6.130_4,-1.0,0,"Ich habe das vierte interessante und philosophische Märchen von Hermann Hesse gelesen . Dieses Märchen heißt Iris. Es geht um den jungen Anselm. Als Kind verbrachte er oft Zeit im Garten, er liebte Insekten , schnüffelte verschiedene Blumen. Seine Lieblingsblume war Iris. Er hat manchmal sogar Träume mit dieser Blume. Nach einer Weile wuchs der Junge auf, und der Garten und die Blumen interessierten ihn nicht mehr. Er verließ das Haus, studierte und wurde Professor an der Universität.  Anselm war nicht ganz glücklich, obwohl er gutes Leben hatte. Auch die Freundin seines Freundes liebte er. Ihr ungewöhnlicher Name war Iris. Er mochte ihren Namen, und dieser Name erinnerte ihn an etwas. Aber er konnte sich nicht erinnern, woran. Später entschied sich Engels, sie zu heiraten. Aber das Mädchen Iris wollte nicht heiraten, sie sagte, nur wenn er das Rätsel löst, wird sie ihn dann heiraten. Engels musste sich erinnern, warum ihr Name ihn an etwas erinnerte. Viele Jahre sind vergangen, aber er hat das Rätsel nie gelöst. Als er in seine Heimat zurückkehrte, erinnerte er sich wieder an seine Kindheit. Aber das Mädchen Iris wurde krank und starb. Anselm war sehr traurig. Später träumte er von einem Kindheitstraum mit einer Iris-Blume. Er hat das Rätsel gelöst.. "
635,6.131_1,-1.0,0,"Ich habe 31 Seiten des Buches gelesen. Das Buch heißt  Drei Kameraden . Der Autor ist Erich Maria Remarque.  Die Sonne mußte gleich aufgehen. Herr Lohkamp hatte Geburtstag. Er und Putzfrau Mathilde haben getrunken. Lokamp wartete auf seine Freunde. Ihre Namen waren Otto Köster und Gottfried Lenz. Herr Lohkamp erinnerte sich an sein Leben, wie er zur Armee ging, wie er mit seinen Freunden am Krieg teilnahm, wie Köster verwundet wurde. Gottfried Lenz ist gekommen. Er schenkte Herrn Lohkamp ein Amulett und 6 Flaschen Rum. Bis zum Abend reparierten sie den Cadillac. Otto Köster hatte einen alten Rennwagen. An diesem Abend fuhren Freunde mit diesem Auto. Sie überholten ein anderes Auto. Die Männer lernten die Besitzer dieses Autos kennen. Es war ein schönes Mädchen, schlank und still, mit einer niedrigen und tauben Stimme. Ihr Mann war ein aufgewachsener Mann, mit einem roten Gesicht und dicken Augenbrauen. "
636,6.131_23,-1.0,0,"Ich habe 30 Seiten gelesen. Das Buch heißt  Drei Kameraden  von Remarque. Endlich ist ein Mann da, der einen Cadillac kauft. Er war eindeutig reich. Blumenthal schwieg und blickte lange auf das Auto. Freunde brauchten dringend Geld. Der Käufer verließ die Werkstatt und die Kameraden beschlossen, dass sie ihn verloren. Nach 2 Tagen verkaufte Robert Blumenthal Cadillac für 5,5 Tausend Mark. Blumenthal lud Robert zum Abendessen ein. Robert hat sein Zimmer aufgeräumt. Er lädt Patricia ein. Aber die Pläne haben sich geändert. Patricia hatte ein wichtiges Treffen, das nicht verschoben werden kann. Patricia bot Robert an, sich am nächsten Tag zu treffen. Aber Robert lehnte ab. Neben dem Haus küssten sich Patricia und Robert. "
637,6.131_24,-1.0,0,"Ich habe 30 Seiten gelesen. Das Buch heißt  Drei Kameraden” von Remarque. Otto hat die ganze Woche trainiert. Am Sonntag gewann Otto das Rennen mit seinem Rennwagen  Karl . Patricia und Robert unterstützten Otto. Patricia traf alle Freunde von Robert. Eine fröhliche Gesellschaft geht in die Bierstube, um den Sieg zu feiern. Beim Abendessen gefiel Patricia allen Freunden von Robert. Patricia und Robert gingen die ganze Nacht durch die Stadt. In der Werkstatt sind die Dinge nicht gut. Robert und Otto waren auf einer Auktion, wo sie ein gebrauchtes Taxi kauften. Robert ging zu Patricia, weil er mehr über sie wissen wollte. Die Einrichtung in Patricias Haus war luxuriös. Das Mädchen erzählte, dass sie nach dem Tod ihrer Mutter schwer krank geworden sei. Patricia schätzte jeden Moment in ihrem Leben. "
