markup_id,reason,grade,error_tag,correct
93005,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
93466,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Physik
93471,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Orthographie,Interesse
270566,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
270234,Interferenz mit Englisch,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,wird
98482,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,ist
98497,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Wahl der Präposition,seit
100786,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
100814,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,","
100893,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,","
101957,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
101980,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
102284,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,sicher
102292,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Rektion von Verben,an
102299,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Adverbien,daran
269623,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
102372,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
102396,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Auslassungen,zu Fuß
103069,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Lernen
103214,Interferenz mit Englisch,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Lernen
103297,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Hortgruppen
103414,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Feste Wendungen,ein entscheidendes Plus
103870,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Geschlecht,Ein anderes Reiseziel
104103,Interferenz mit Englisch,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Insel
104300,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,beherbergt
104367,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,das Land
104381,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Kischi
104385,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Kischi
104667,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,Dramatheater
104676,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Feste Wendungen,hatte ich Halsschmerzen
104701,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Deklination,Kareliens
104722,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Feste Wendungen,war zu Lebzeiten eine Legende
105091,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,ungestört
105094,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,Also
105159,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dokumente
105269,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Bartresen
105276,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Stereoanlage
105287,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,es eine
106390,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
106443,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
106614,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
106887,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Feste Wendungen,stehlen Hausaufgaben einem die Erholungszeit
106888,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
106889,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Auslassungen,besser
106891,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
106896,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,erfrischte
106900,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Auslassungen,von
106901,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,ziehen
106905,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,ziehen
106908,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,kontrollieren
107258,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Feste Wendungen,an der Universität zu studieren
108273,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
108356,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,das hat einen Grund
109117,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
109142,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,"Was mich angeht,"
109174,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Trennbare Verben,kaufe
109189,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Feste Wendungen,nass bis auf die Haut
109199,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,erlebte Vieles
111024,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,in der Piroge
111702,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Deklination,das Auto meiner Frau
111703,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Wortstellung,das Auto meiner Frau
111772,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,"schrieb der Wissenschaftler die dreiteilige Monographie ""Zentralasien"" "
111833,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Rektion von Verben,die Schüler
112261,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Außerdem
112568,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,neue
112620,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,neue
112687,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,Jahreszeit
113039,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,treibt
113234,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Vorlesungen
114152,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Diskurs,macht man
114158,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Diskurs,verbessert
114236,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Indirekte Wortfolge,möchte ich
114246,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,begann Alexander von Humboldt mit der Arbeit
114315,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,da
114316,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,Eigenschaften in
270574,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Problem nicht
270575,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
270576,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
270579,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
126456,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,ernstem
126484,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,teilten
131559,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Mann
131586,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,als
131677,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Reflexivpronomen,sich
131741,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Lexemauswahl,gesagt
131877,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Infinitivkonstruktionen mit zu,zu gehen
132070,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Deklination von Adjektiven,verstecktes
132863,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Wortbildung,Prinzessin
132882,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Wortbildung,Prinzessin
132926,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Wortbildung,Prinzessin
132959,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Wortbildung,Prinzessin
133354,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Wahl der Präposition,mit
269432,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,erfuhr
139908,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Er ist der Erzähler des Romans
143621,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Vitamin
143623,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dessert
143624,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,mir
269363,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
269370,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
153765,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,sondern
153816,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
156977,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ähnliche
156982,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,out
156986,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Fernseher
156995,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Vergleichkonstruktionen,wie
156997,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,finde
156999,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,ähnlichen
157460,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
169165,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,Internet
169170,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Personalpronomen,es
169172,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,sind
169173,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,noch
169204,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Nikolaus
169214,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dezember
169216,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Nikolaus
169229,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Passiv,werden ... geschmückt
169236,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Numerus,Christbaumschmuck
169249,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dezember
169269,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dezember
169270,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Nikolaus
169281,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Nikolaus
169330,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,in einer Schlange stand
169344,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Auslassungen,einem
169369,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Orthographie,Karriereleiter
169398,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,diskutiert
169425,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dezember
169431,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Dezember
169742,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Präpositionen,in
169749,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ist
170009,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
172700,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Jahre 
175457,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,neu
175575,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Sprachstil,und
175846,Interferenz mit Englisch,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,Regal 
175892,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Sprachstil,und
177483,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,und
177724,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Arbeitstisch
179174,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Klavier 
179589,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,man
180176,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Orthographie,Familie
180291,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
180298,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
180307,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
180320,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
180335,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Interpunktion,-
181638,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Finnland
182207,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Infinitivkonstruktionen mit zu,zu trinken
182465,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
182569,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,sagen
182803,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
182940,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Infinitivkonstruktionen mit zu,zu lesen
183043,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
183074,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Infinitivkonstruktionen mit zu,zu verbringen
183179,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,mag
183265,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,mögen
183572,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,und
183578,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,ist
183700,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,mag
184168,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Petrosawodsk
184266,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
184296,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
185117,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Universität 
185322,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,oft
185349,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Überflüssige Elemente,-
269633,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
185568,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Infinitivkonstruktionen mit zu,zu treiben
185809,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,Garten
186467,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
186880,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,unter
186938,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Infinitivkonstruktionen mit zu,teilzunehmen
186942,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Infinitivkonstruktionen mit zu,zu bekommen
186968,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
186971,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
187001,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Feste Wendungen,einen staatlich geförderten Studienplatz
187010,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Feste Wendungen,gegen Gebühr
187165,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
187229,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,es
189599,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
189921,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,leben
190085,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Kirschbäume
190121,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Sport
190180,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,werden
190214,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Junge
190223,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Training
190247,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,führen. Viele
190357,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Deklination von Adjektiven,geräumig
190773,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,gesund
190809,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
190955,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Trend
191079,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Vergleichkonstruktionen,", wie"
191195,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Supermarkt
192312,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
192316,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,","
192338,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Feste Wendungen,ohne geht es nicht
192615,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
192811,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Also
193050,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Deklination von Adjektiven,verschieden
193143,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Konnektoren,Außerdem
193257,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
194190,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,hatte ich
194654,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Herz-Kreislaufsystem
194754,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Viertel
194884,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Tschaikina
195333,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Numerus,Grad
196100,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Alexander Beljajew
196164,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Hobbys
196282,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Adverbien,darüber
196531,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,man
198998,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,sollte
199638,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Deklination,einer Kommode
200684,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Wahl der Präposition,am
200954,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
201476,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Deklination,das Image der Person
201956,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,waren nicht verschwunden
204602,Tippfehler,Der Sinn ist unverständlich oder verfälscht,Orthographie,Wir
205508,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Numerus,Schneeball
206093,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,am denselben Tagen frei
207058,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Zusammengesetzte Wörter,Fitnesszentrum
207139,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Zusammengesetzte Wörter,Fitnesszentrum
208014,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,aber
208059,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,oft
208125,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Orthographie,war
208721,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Olja
208725,Interferenz mit der Muttersprache,Der Sinn ist unverständlich oder verfälscht,Lexemauswahl,erst
209079,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,die
269825,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Mutter
209663,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Numerus,Computer
209771,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,vor
210226,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Ungewöhnlich in unserer Wohnung ist ein karelischer Kühlschrank
210466,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,mag es
210606,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,Probleme mit
210675,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,ihr ganzes Können
210748,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Musik
210792,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,besuchen
210799,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Samstag
211128,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Fitnesszentren
211139,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Fitnesszentrum
211182,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Fitnesszentrum
211405,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Numerus,Christbaumschmuck
211534,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Interpunktion,-
211579,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Konnektoren,Wenn
211637,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,unbeliebteste
211877,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,surfen
211936,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Petrosawodsk
213559,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Musik
213854,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ist
213899,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Fleischwaren
214882,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,ich
214889,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,neue
214920,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,sind ich
214983,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Jahreszeit
215039,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,gut
215502,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Personalpronomen,Es
215577,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,und
216190,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Deutschunterricht
216208,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,ziemlich
216381,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,nehme
216465,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,und
216516,Tippfehler,Der Fehler beeinträchtigt das Verständnis nicht,Orthographie,Auf
218603,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis nicht,Sprachstil,wünschen dem Geburtstagskind
223360,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Rektion von Substantiven,Menge interessante Leute
223484,Tippfehler,Der Fehler beeinträchtigt das Verständnis,Orthographie,bin
223492,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Wahl der Präposition,nach
223587,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,eine Stunde lang
223595,Interferenz mit Englisch,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,erfahren
269812,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Sie
269813,Interferenz mit der Muttersprache,Der Fehler beeinträchtigt das Verständnis,Lexemauswahl,Sie
259499,faute_de_frappe,n’influence_pas_le_sens,Orthographie,à
259733,faute_de_frappe,n’influence_pas_le_sens,Orthographie,d'organiser
259734,interférence_d'une_autre_langue,n’influence_pas_le_sens,Orthographie,organiser
259740,faute_de_frappe,n’influence_pas_le_sens,Orthographie,hôtels
259746,faute_de_frappe,n’influence_pas_le_sens,Orthographie,explorer
259748,faute_de_frappe,n’influence_pas_le_sens,Orthographie,général
259820,faute_de_frappe,n’influence_pas_le_sens,Orthographie,à
260394,faute_de_frappe,n’influence_pas_le_sens,Orthographie,c'est
260408,faute_de_frappe,n’influence_pas_le_sens,Orthographie,beaucoup
260410,faute_de_frappe,influence_le_sens_sans_le_déformer,Orthographie,moins
261137,faute_de_frappe,n’influence_pas_le_sens,Orthographie,d'options
261177,violation_des_règles,n’influence_pas_le_sens,Orthographie,préfèrent
261194,faute_de_frappe,n’influence_pas_le_sens,Orthographie,rapidement
